hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,adr,stays_in_week_nights,stays_in_weekend_nights,country,revenue
City Hotel,1,67,2017,May,144.0,3,0,DEU,432.0
City Hotel,1,32,2016,May,117.9,1,1,ITA,235.8
City Hotel,1,34,2016,March,115.2,3,0,DEU,345.6
City Hotel,1,89,2016,May,116.1,1,2,FRA,348.29999999999995
City Hotel,1,28,2016,February,81.0,1,0,CHN,81.0
City Hotel,1,0,2015,September,133.0,1,0,PRT,133.0
City Hotel,1,112,2017,August,145.0,3,1,DEU,580.0
City Hotel,1,2,2016,May,110.0,2,0,PRT,220.0
City Hotel,1,266,2017,July,107.1,2,0,IRL,214.2
City Hotel,1,26,2016,April,140.67,3,0,TUR,422.01
City Hotel,1,14,2016,April,89.0,0,2,USA,178.0
City Hotel,1,157,2017,August,130.5,3,0,GBR,391.5
City Hotel,1,69,2016,March,79.05,4,1,PRT,395.25
City Hotel,1,64,2017,March,144.0,2,1,ITA,432.0
City Hotel,1,261,2017,April,126.0,2,1,FRA,378.0
City Hotel,1,247,2016,October,70.03,2,2,PRT,280.12
City Hotel,1,26,2015,September,117.67,3,0,PRT,353.01
City Hotel,1,236,2017,May,159.6,1,1,FRA,319.2
City Hotel,1,18,2017,July,180.0,2,0,CHN,360.0
City Hotel,1,103,2016,October,126.72,3,2,IRL,633.6
City Hotel,1,20,2015,November,97.0,0,1,PRT,97.0
City Hotel,1,27,2017,May,160.0,2,2,GBR,640.0
City Hotel,1,16,2017,May,140.0,2,0,DEU,280.0
City Hotel,1,130,2016,September,118.8,0,1,BRA,118.8
City Hotel,1,90,2017,May,157.33,4,2,SWE,943.98
City Hotel,1,138,2017,August,147.25,1,1,USA,294.5
City Hotel,1,109,2016,August,152.1,4,0,ITA,608.4
City Hotel,1,67,2016,September,168.3,0,1,BRA,168.3
City Hotel,1,224,2017,June,157.5,4,0,FRA,630.0
City Hotel,1,175,2017,June,126.0,2,0,ESP,252.0
City Hotel,1,12,2015,December,87.0,1,0,PRT,87.0
City Hotel,1,14,2016,August,136.0,2,0,FRA,272.0
City Hotel,1,73,2017,August,148.5,0,1,PRT,148.5
City Hotel,1,109,2015,July,76.5,1,2,PRT,229.5
City Hotel,1,240,2017,February,85.0,3,2,DEU,425.0
City Hotel,1,91,2017,April,126.0,2,1,BEL,378.0
City Hotel,1,248,2017,April,80.0,0,2,PRT,160.0
City Hotel,1,57,2016,December,74.8,4,2,ISR,448.8
City Hotel,1,57,2017,July,122.5,2,2,SWE,490.0
City Hotel,1,7,2016,February,66.0,1,0,PRT,66.0
City Hotel,1,65,2017,February,79.2,2,0,CHN,158.4
City Hotel,1,10,2015,August,90.0,1,0,PRT,90.0
City Hotel,1,210,2017,May,197.1,4,2,DNK,1182.6
City Hotel,1,115,2016,February,61.0,2,2,PRT,244.0
City Hotel,1,28,2017,January,97.5,2,0,PRT,195.0
City Hotel,1,196,2017,May,118.5,3,0,ITA,355.5
City Hotel,1,115,2017,August,195.0,2,0,PRT,390.0
City Hotel,1,161,2017,June,127.8,5,2,GBR,894.6
City Hotel,1,185,2016,December,79.2,2,1,DEU,237.6
City Hotel,1,134,2017,July,89.1,2,2,NOR,356.4
City Hotel,1,255,2016,November,106.0,2,1,PRT,318.0
City Hotel,1,49,2016,June,131.4,2,1,ESP,394.2000000000001
City Hotel,1,0,2015,October,0.0,2,0,PRT,0.0
City Hotel,1,42,2017,June,131.6,3,2,HRV,658.0
City Hotel,1,49,2017,July,156.67,1,2,DEU,470.01
City Hotel,1,55,2016,August,144.0,3,0,GBR,432.0
City Hotel,1,210,2017,June,130.0,3,1,PRT,520.0
City Hotel,1,5,2015,September,158.0,1,0,PRT,158.0
City Hotel,1,56,2017,July,127.6,4,1,USA,638.0
City Hotel,1,7,2016,June,213.0,6,4,SAU,2130.0
City Hotel,1,25,2017,April,89.0,0,1,PRT,89.0
City Hotel,1,232,2017,August,99.0,1,2,PRT,297.0
City Hotel,1,95,2016,November,75.0,1,0,PRT,75.0
City Hotel,1,220,2016,October,106.0,2,1,PRT,318.0
City Hotel,1,87,2016,August,117.9,1,2,PRT,353.70000000000005
City Hotel,1,20,2017,January,97.5,2,0,ESP,195.0
City Hotel,1,146,2016,June,100.3,4,0,DEU,401.2
City Hotel,1,0,2016,May,135.0,1,0,PRT,135.0
City Hotel,1,125,2017,April,103.5,1,1,AUT,207.0
City Hotel,1,235,2016,September,103.06,4,0,ROU,412.24
City Hotel,1,35,2016,August,219.6,3,2,FRA,1098.0
City Hotel,1,53,2016,August,77.04,1,2,PRT,231.12
City Hotel,1,284,2017,April,109.8,2,1,BRA,329.4
City Hotel,1,142,2016,June,85.5,2,0,DEU,171.0
City Hotel,1,29,2016,February,75.05,2,0,CHE,150.1
City Hotel,1,86,2017,January,88.4,4,2,POL,530.4000000000001
City Hotel,1,0,2016,February,0.0,1,0,PRT,0.0
City Hotel,1,41,2016,September,208.93,3,2,DEU,1044.65
City Hotel,1,66,2017,March,79.2,0,1,NOR,79.2
City Hotel,1,52,2017,January,86.4,0,1,FRA,86.4
City Hotel,1,73,2015,July,68.0,4,0,PRT,272.0
City Hotel,1,194,2017,July,89.1,3,0,CHE,267.29999999999995
City Hotel,1,92,2016,June,96.3,0,1,BRA,96.3
City Hotel,1,91,2016,April,81.25,4,2,BRA,487.5
City Hotel,1,33,2017,August,210.0,3,1,PRT,840.0
City Hotel,1,40,2016,August,207.9,2,0,FRA,415.8
City Hotel,1,218,2017,June,130.86,5,2,SWE,916.02
City Hotel,1,23,2017,March,79.2,2,1,MAC,237.6
City Hotel,1,60,2016,December,156.6,1,0,AUT,156.6
City Hotel,1,30,2016,September,195.53,2,2,POL,782.12
City Hotel,1,71,2017,March,100.3,3,2,SWE,501.5
City Hotel,1,2,2016,September,169.0,1,0,USA,169.0
City Hotel,1,79,2017,June,117.0,4,0,PRT,468.0
City Hotel,1,7,2016,March,85.96,2,2,CHN,343.84
City Hotel,1,15,2016,December,98.11,5,2,ITA,686.77
City Hotel,1,212,2017,May,114.56,5,2,BRA,801.9200000000001
City Hotel,1,55,2017,March,134.3,3,1,ITA,537.2
City Hotel,1,175,2017,July,152.1,2,1,BEL,456.3
City Hotel,1,81,2016,August,134.1,6,3,QAT,1206.9
City Hotel,1,10,2017,July,98.0,1,0,GBR,98.0
City Hotel,1,166,2016,August,99.45,2,2,GBR,397.8
City Hotel,1,43,2016,July,168.3,1,1,BEL,336.6
City Hotel,1,42,2016,March,168.63,2,2,ESP,674.52
City Hotel,1,108,2016,April,85.85,3,2,LUX,429.25
City Hotel,1,47,2017,March,129.6,3,0,CHN,388.8
City Hotel,1,26,2016,November,77.0,3,0,PRT,231.0
City Hotel,1,0,2016,December,80.0,2,0,BRA,160.0
City Hotel,1,82,2017,April,153.0,2,1,ESP,459.0
City Hotel,1,71,2016,April,124.95,3,2,CHL,624.75
City Hotel,1,45,2016,April,112.5,1,0,GBR,112.5
City Hotel,1,45,2017,February,95.4,2,0,HUN,190.8
City Hotel,1,44,2016,September,149.4,2,2,BEL,597.6
City Hotel,1,124,2017,May,117.0,4,0,DEU,468.0
City Hotel,1,116,2016,August,131.4,5,1,FRA,788.4000000000001
City Hotel,1,164,2017,January,74.8,5,3,BRA,598.4
City Hotel,1,119,2016,June,119.85,4,0,GBR,479.4
City Hotel,1,40,2016,August,111.83,3,1,DEU,447.32
City Hotel,1,229,2016,October,80.75,2,2,PRT,323.0
City Hotel,1,74,2017,March,54.71,3,1,PRT,218.84
City Hotel,1,32,2015,October,94.5,3,2,PRT,472.5
City Hotel,1,19,2017,June,120.0,1,0,PRT,120.0
City Hotel,1,36,2017,June,144.0,4,1,BEL,720.0
City Hotel,1,40,2017,March,158.0,3,0,FRA,474.0
City Hotel,1,178,2017,July,68.61,4,2,PRT,411.66
City Hotel,1,123,2016,September,201.6,0,2,ITA,403.2
City Hotel,1,104,2016,April,72.25,3,1,CHN,289.0
City Hotel,1,1,2017,April,166.5,1,0,PRT,166.5
City Hotel,1,80,2016,October,160.65,2,2,FRA,642.6
City Hotel,1,134,2016,September,137.7,3,1,ITA,550.8
City Hotel,1,151,2017,June,193.5,2,1,DEU,580.5
City Hotel,1,23,2015,November,101.0,2,1,PRT,303.0
City Hotel,1,3,2016,February,100.0,3,0,FRA,300.0
City Hotel,1,33,2017,January,74.8,2,2,ITA,299.2
City Hotel,1,89,2016,July,139.95,3,1,FRA,559.8
City Hotel,1,189,2017,July,107.1,2,2,BEL,428.4
City Hotel,1,112,2017,May,189.0,1,2,FRA,567.0
City Hotel,1,146,2016,July,116.45,3,2,BEL,582.25
City Hotel,1,162,2017,April,117.0,1,0,ISR,117.0
City Hotel,1,240,2017,June,151.43,4,0,GBR,605.72
City Hotel,1,32,2017,March,200.86,5,2,EST,1406.02
City Hotel,1,109,2017,April,99.0,1,2,ITA,297.0
City Hotel,1,21,2016,March,91.0,0,1,CHN,91.0
City Hotel,1,64,2016,July,105.3,2,2,ROU,421.2
City Hotel,1,221,2016,December,79.5,3,0,FRA,238.5
City Hotel,1,55,2016,April,118.33,3,0,FRA,354.99
City Hotel,1,32,2016,December,79.2,1,1,CHN,158.4
City Hotel,1,113,2016,September,118.8,4,1,PRT,594.0
City Hotel,1,39,2016,March,134.1,2,2,GBR,536.4
City Hotel,1,141,2016,August,124.8,5,1,FRA,748.8
City Hotel,1,10,2017,May,160.0,3,0,PRT,480.0
City Hotel,1,76,2016,March,99.45,3,2,DEU,497.25
City Hotel,1,167,2016,July,99.45,5,2,RUS,696.15
City Hotel,1,1,2016,April,107.0,2,0,PRT,214.0
City Hotel,1,146,2016,July,116.45,5,1,MDV,698.7
City Hotel,1,21,2015,August,91.25,3,1,PRT,365.0
City Hotel,1,173,2017,July,89.1,3,1,PRT,356.4
City Hotel,1,120,2017,August,111.6,3,2,PRT,558.0
City Hotel,1,122,2017,July,108.0,1,0,GBR,108.0
City Hotel,1,26,2016,November,143.65,5,2,PRT,1005.55
City Hotel,1,61,2017,February,99.03,2,2,ITA,396.12
City Hotel,1,133,2017,April,100.0,4,0,PRT,400.0
City Hotel,1,124,2016,August,114.3,5,1,FRA,685.8
City Hotel,1,7,2016,June,156.0,3,2,BRA,780.0
City Hotel,1,62,2016,July,114.3,3,0,ESP,342.9
City Hotel,1,204,2017,July,120.6,1,0,AUS,120.6
City Hotel,1,60,2016,December,156.6,1,0,AUT,156.6
City Hotel,1,286,2016,May,65.0,1,0,PRT,65.0
City Hotel,1,36,2016,January,87.3,2,0,ESP,174.6
City Hotel,1,62,2016,October,132.3,2,1,GBR,396.9
City Hotel,1,22,2017,July,150.0,2,0,DEU,300.0
City Hotel,1,67,2017,February,93.6,2,1,GBR,280.79999999999995
City Hotel,1,74,2016,March,114.3,3,0,ESP,342.9
City Hotel,1,142,2017,June,94.05,3,1,NOR,376.2
City Hotel,1,16,2015,September,170.0,3,2,PRT,850.0
City Hotel,1,75,2017,March,100.3,2,2,NOR,401.2
City Hotel,1,20,2017,March,91.8,4,0,CN,367.2
City Hotel,1,178,2017,June,117.0,3,0,GBR,351.0
City Hotel,1,6,2017,May,90.0,1,0,PRT,90.0
City Hotel,1,9,2017,April,175.0,1,0,BRA,175.0
City Hotel,1,55,2016,June,108.9,2,2,CHE,435.6
City Hotel,1,4,2016,March,127.0,2,1,NLD,381.0
City Hotel,1,213,2017,August,109.25,3,1,PRT,437.0
City Hotel,1,8,2016,December,177.5,1,1,ESP,355.0
City Hotel,1,15,2016,December,65.0,1,0,PRT,65.0
City Hotel,1,24,2017,June,153.0,1,2,PRT,459.0
City Hotel,1,89,2016,September,127.33,1,2,PRT,381.99
City Hotel,1,3,2016,February,80.0,1,0,PRT,80.0
City Hotel,1,38,2017,February,98.6,5,1,KOR,591.5999999999999
City Hotel,1,75,2015,July,76.5,1,1,PRT,153.0
City Hotel,1,12,2016,April,154.33,4,2,AGO,925.98
City Hotel,1,52,2017,February,74.8,3,1,FRA,299.2
City Hotel,1,21,2016,August,159.0,3,1,ESP,636.0
City Hotel,1,12,2017,January,102.85,3,1,FRA,411.4
City Hotel,1,43,2017,January,74.8,2,2,FRA,299.2
City Hotel,1,94,2016,May,121.5,2,1,PRT,364.5
City Hotel,1,70,2017,February,95.4,3,0,GBR,286.20000000000005
City Hotel,1,27,2016,September,89.1,0,2,CHN,178.2
City Hotel,1,13,2016,October,130.5,2,2,DEU,522.0
City Hotel,1,89,2016,April,159.3,1,2,CHE,477.9
City Hotel,1,294,2017,May,110.25,4,0,NLD,441.0
City Hotel,1,27,2016,April,105.49,2,0,PRT,210.98
City Hotel,1,128,2017,August,195.0,4,0,USA,780.0
City Hotel,1,72,2017,June,144.0,2,0,ITA,288.0
City Hotel,1,128,2016,October,151.2,3,0,RUS,453.6
City Hotel,1,233,2015,September,120.0,1,0,PRT,120.0
City Hotel,1,18,2016,December,96.9,4,2,ROU,581.4000000000001
City Hotel,1,149,2017,June,130.0,1,0,PRT,130.0
City Hotel,1,82,2016,March,168.3,2,1,FRA,504.9
City Hotel,1,118,2017,July,95.76,0,2,PRT,191.52
City Hotel,1,62,2016,March,80.3,2,1,DEU,240.9
City Hotel,1,24,2015,October,126.0,3,0,PRT,378.0
City Hotel,1,185,2017,August,175.5,2,0,DEU,351.0
City Hotel,1,115,2016,August,120.3,2,1,HUN,360.9
City Hotel,1,18,2016,December,80.0,1,2,PRT,240.0
City Hotel,1,77,2017,August,89.1,1,0,PRT,89.1
City Hotel,1,6,2017,July,65.0,0,1,PRT,65.0
City Hotel,1,117,2017,May,126.0,0,2,GBR,252.0
City Hotel,1,175,2017,March,79.2,2,1,CHE,237.6
City Hotel,1,128,2017,June,99.0,5,1,FRA,594.0
City Hotel,1,109,2017,August,125.0,4,2,DEU,750.0
City Hotel,1,62,2017,May,162.0,1,1,NLD,324.0
City Hotel,1,240,2017,April,100.0,3,0,PRT,300.0
City Hotel,1,110,2017,May,85.0,3,0,PRT,255.0
City Hotel,1,116,2017,May,108.0,2,2,CN,432.0
City Hotel,1,107,2015,August,76.5,2,1,PRT,229.5
City Hotel,1,37,2016,May,116.1,1,0,POL,116.1
City Hotel,1,215,2016,November,147.0,1,1,PRT,294.0
City Hotel,1,206,2017,July,198.0,3,0,FRA,594.0
City Hotel,1,6,2015,September,111.6,1,0,PRT,111.6
City Hotel,1,153,2016,October,80.1,1,0,PRT,80.1
City Hotel,1,0,2017,August,219.0,1,0,PRT,219.0
City Hotel,1,32,2016,October,161.33,1,2,USA,483.99
City Hotel,1,211,2016,May,115.0,3,0,PRT,345.0
City Hotel,1,144,2016,July,89.25,4,2,GBR,535.5
City Hotel,1,133,2016,July,189.0,1,0,PRT,189.0
City Hotel,1,41,2017,August,152.67,3,0,FRA,458.01
City Hotel,1,201,2016,October,98.1,1,1,GBR,196.2
City Hotel,1,114,2017,April,145.5,2,1,GBR,436.5
City Hotel,1,94,2016,April,75.89,5,2,GRC,531.23
City Hotel,1,110,2016,October,118.8,2,1,CN,356.4
City Hotel,1,56,2017,July,160.0,1,1,USA,320.0
City Hotel,1,13,2016,March,179.5,2,2,ITA,718.0
City Hotel,1,70,2017,August,160.0,1,2,GBR,480.0
City Hotel,1,247,2017,May,138.6,3,0,DEU,415.8
City Hotel,1,151,2016,January,80.0,1,0,PRT,80.0
City Hotel,1,8,2017,March,96.05,4,0,FRA,384.2
City Hotel,1,123,2016,September,162.0,5,1,GBR,972.0
City Hotel,1,133,2017,April,90.0,4,0,PRT,360.0
City Hotel,1,17,2016,April,142.0,2,0,FRA,284.0
City Hotel,1,178,2017,March,79.2,1,1,PRT,158.4
City Hotel,1,106,2016,March,96.3,3,0,ESP,288.9
City Hotel,1,149,2016,August,85.5,0,2,ITA,171.0
City Hotel,1,19,2016,September,174.0,2,0,NLD,348.0
City Hotel,1,139,2016,August,114.3,2,2,ITA,457.2
City Hotel,1,292,2015,August,62.0,2,0,PRT,124.0
City Hotel,1,69,2017,May,99.0,2,0,PRT,198.0
City Hotel,1,22,2017,April,133.0,1,2,RUS,399.0
City Hotel,1,102,2017,May,126.0,1,1,IRL,252.0
City Hotel,1,154,2017,April,99.0,1,2,IRL,297.0
City Hotel,1,0,2015,August,114.0,0,1,PRT,114.0
City Hotel,1,236,2017,May,107.1,2,0,GBR,214.2
City Hotel,1,228,2017,May,110.0,2,1,USA,330.0
City Hotel,1,221,2016,June,80.0,2,1,PRT,240.0
City Hotel,1,12,2016,August,130.0,0,2,FRA,260.0
City Hotel,1,147,2016,June,124.0,3,0,PRT,372.0
City Hotel,1,64,2016,March,63.75,2,2,DEU,255.0
City Hotel,1,204,2016,May,127.0,1,0,PRT,127.0
City Hotel,1,31,2017,January,97.5,1,0,PRT,97.5
City Hotel,1,74,2017,March,79.2,3,0,CZE,237.6
City Hotel,1,108,2017,March,134.3,2,2,DEU,537.2
City Hotel,1,28,2017,May,160.0,2,1,USA,480.0
City Hotel,1,258,2017,June,151.2,4,1,BEL,756.0
City Hotel,1,99,2016,July,146.7,2,2,FRA,586.8
City Hotel,1,34,2015,September,65.0,1,0,PRT,65.0
City Hotel,1,28,2017,February,74.8,2,2,ESP,299.2
City Hotel,1,219,2016,August,96.3,1,1,ESP,192.6
City Hotel,1,209,2017,August,130.5,3,0,GBR,391.5
City Hotel,1,60,2016,March,75.0,2,2,PRT,300.0
City Hotel,1,84,2017,January,71.28,2,1,CHN,213.84
City Hotel,1,93,2016,April,76.5,2,0,ESP,153.0
City Hotel,1,102,2016,October,79.65,2,2,ITA,318.6
City Hotel,1,46,2016,March,161.5,4,0,AGO,646.0
City Hotel,1,43,2017,August,160.0,5,2,IRL,1120.0
City Hotel,1,186,2016,August,118.8,2,0,FRA,237.6
City Hotel,1,74,2016,October,80.1,2,0,AGO,160.2
City Hotel,1,16,2016,January,86.25,3,1,BRA,345.0
City Hotel,1,1,2016,March,0.0,1,0,PRT,0.0
City Hotel,1,50,2017,February,149.6,5,2,GBR,1047.2
City Hotel,1,191,2017,July,175.5,5,2,DNK,1228.5
City Hotel,1,180,2016,August,112.2,5,2,PRT,785.4
City Hotel,1,155,2017,July,152.1,1,1,USA,304.2
City Hotel,1,287,2017,May,135.9,0,1,DEU,135.9
City Hotel,1,232,2016,October,124.1,2,0,CHE,248.2
City Hotel,1,147,2017,June,117.12,2,1,PRT,351.36
City Hotel,1,115,2016,July,114.3,2,0,FRA,228.6
City Hotel,1,92,2016,May,90.0,4,0,PRT,360.0
City Hotel,1,62,2016,June,106.65,2,2,PRT,426.6
City Hotel,1,15,2016,June,89.0,1,0,FRA,89.0
City Hotel,1,176,2016,July,90.95,4,0,GBR,363.8
City Hotel,1,153,2017,June,99.0,2,1,CHE,297.0
City Hotel,1,18,2017,March,12.0,2,1,PRT,36.0
City Hotel,1,238,2016,November,55.08,0,2,PRT,110.16
City Hotel,1,96,2016,September,129.88,3,0,PRT,389.64
City Hotel,1,40,2017,May,149.0,4,0,USA,596.0
City Hotel,1,149,2017,June,210.0,3,0,IRL,630.0
City Hotel,1,44,2017,March,134.3,5,2,FRA,940.1
City Hotel,1,144,2017,June,117.51,5,2,BRA,822.57
City Hotel,1,5,2016,April,95.0,0,1,PRT,95.0
City Hotel,1,155,2015,September,126.48,4,2,PRT,758.88
City Hotel,1,32,2017,June,89.0,3,1,PRT,356.0
City Hotel,1,192,2016,October,96.3,2,1,NLD,288.9
City Hotel,1,78,2017,May,153.0,2,0,USA,306.0
City Hotel,1,0,2015,September,118.8,1,1,PRT,237.6
City Hotel,1,80,2016,September,75.0,2,1,PRT,225.0
City Hotel,1,172,2017,March,120.7,4,0,ITA,482.8
City Hotel,1,101,2016,April,74.0,1,0,PRT,74.0
City Hotel,1,258,2016,October,110.0,0,1,PRT,110.0
City Hotel,1,77,2016,February,64.0,2,0,PRT,128.0
City Hotel,1,127,2016,July,103.5,3,0,ESP,310.5
City Hotel,1,192,2017,July,89.1,2,0,DEU,178.2
City Hotel,1,66,2016,November,105.33,1,2,SWE,315.99
City Hotel,1,35,2017,July,210.0,3,0,GBR,630.0
City Hotel,1,23,2015,October,90.0,1,0,PRT,90.0
City Hotel,1,15,2017,May,190.0,2,0,ESP,380.0
City Hotel,1,289,2016,December,70.55,4,2,FRA,423.3
City Hotel,1,1,2017,March,98.0,2,0,PRT,196.0
City Hotel,1,31,2016,September,156.42,2,2,PRT,625.68
City Hotel,1,164,2016,October,100.2,2,1,CHE,300.6
City Hotel,1,115,2017,August,198.44,3,2,PRT,992.2
City Hotel,1,99,2016,June,130.05,2,2,ARE,520.2
City Hotel,1,161,2017,March,92.4,2,1,DNK,277.20000000000005
City Hotel,1,33,2016,March,71.1,2,2,TUR,284.4
City Hotel,1,9,2016,April,143.6,5,0,GEO,718.0
City Hotel,1,258,2017,March,85.0,4,0,DEU,340.0
City Hotel,1,12,2016,February,93.0,0,1,THA,93.0
City Hotel,1,18,2017,February,91.8,4,2,FRA,550.8
City Hotel,1,203,2016,July,90.95,5,0,ITA,454.75
City Hotel,1,55,2016,August,149.4,3,0,ESP,448.2000000000001
City Hotel,1,203,2016,June,65.0,3,0,PRT,195.0
City Hotel,1,87,2015,September,100.0,1,0,FRA,100.0
City Hotel,1,35,2016,May,98.1,1,2,GBR,294.29999999999995
City Hotel,1,61,2016,July,94.5,2,0,USA,189.0
City Hotel,1,82,2017,May,141.0,5,1,DEU,846.0
City Hotel,1,11,2017,May,120.0,0,2,FRA,240.0
City Hotel,1,98,2016,December,140.0,2,2,FRA,560.0
City Hotel,1,15,2017,February,98.0,2,1,IRL,294.0
City Hotel,1,1,2015,October,100.0,2,0,PRT,200.0
City Hotel,1,36,2017,February,68.0,2,2,DEU,272.0
City Hotel,1,222,2016,October,219.6,1,0,GBR,219.6
City Hotel,1,7,2016,October,126.67,1,2,NGA,380.01
City Hotel,1,101,2017,March,79.2,3,0,GBR,237.6
City Hotel,1,68,2015,July,68.0,1,2,PRT,204.0
City Hotel,1,178,2017,May,175.5,2,0,GBR,351.0
City Hotel,1,46,2017,February,79.2,1,2,FRA,237.6
City Hotel,1,42,2015,October,94.5,1,1,PRT,189.0
City Hotel,1,85,2017,March,74.84,2,1,PRT,224.52
City Hotel,1,159,2016,March,90.0,0,2,PRT,180.0
City Hotel,1,93,2016,June,121.5,1,1,ESP,243.0
City Hotel,1,94,2016,July,94.5,5,1,AUS,567.0
City Hotel,1,65,2017,March,104.55,3,2,ITA,522.75
City Hotel,1,13,2017,February,91.8,5,2,FRA,642.6
City Hotel,1,9,2017,May,150.0,2,2,BRA,600.0
City Hotel,1,66,2017,June,140.0,2,1,IRL,420.0
City Hotel,1,152,2016,August,113.9,3,2,POL,569.5
City Hotel,1,23,2017,February,100.3,3,1,ITA,401.2
City Hotel,1,23,2016,August,85.6,3,1,PRT,342.4
City Hotel,1,177,2016,August,84.39,5,2,POL,590.73
City Hotel,1,63,2015,November,89.53,3,0,PRT,268.59000000000003
City Hotel,1,99,2016,October,118.8,2,2,IRL,475.2
City Hotel,1,57,2016,September,124.2,3,0,BEL,372.6
City Hotel,1,76,2015,August,12.0,2,1,PRT,36.0
City Hotel,1,35,2016,February,84.9,2,1,PRT,254.7
City Hotel,1,80,2016,December,79.2,3,0,ITA,237.6
City Hotel,1,92,2016,April,90.95,3,1,ITA,363.8
City Hotel,1,156,2016,December,122.4,3,0,GBR,367.2000000000001
City Hotel,1,76,2017,January,88.4,4,0,PRT,353.6
City Hotel,1,20,2016,February,79.0,2,0,ITA,158.0
City Hotel,1,115,2017,June,108.0,2,0,IRL,216.0
City Hotel,1,219,2017,May,130.5,3,0,GBR,391.5
City Hotel,1,39,2016,June,89.1,0,2,DEU,178.2
City Hotel,1,65,2015,September,86.0,1,2,PRT,258.0
City Hotel,1,60,2015,December,99.75,6,2,PRT,798.0
City Hotel,1,101,2016,July,142.2,2,0,ITA,284.4
City Hotel,1,42,2015,December,110.8,2,1,PRT,332.4
City Hotel,1,118,2015,July,85.5,0,2,PRT,171.0
City Hotel,1,21,2015,October,105.79,4,2,PRT,634.74
City Hotel,1,6,2017,March,100.6,2,0,IRL,201.2
City Hotel,1,26,2015,September,119.87,4,2,PRT,719.22
City Hotel,1,10,2016,May,126.0,1,2,ITA,378.0
City Hotel,1,61,2016,June,159.3,4,0,ITA,637.2
City Hotel,1,15,2015,December,58.0,2,2,PRT,232.0
City Hotel,1,51,2016,April,123.3,2,0,HKG,246.6
City Hotel,1,161,2016,September,116.1,3,0,PRT,348.29999999999995
City Hotel,1,111,2017,July,177.33,1,2,CHE,531.99
City Hotel,1,110,2017,August,155.0,3,0,ISR,465.0
City Hotel,1,203,2016,October,85.5,5,2,BRA,598.5
City Hotel,1,176,2017,July,139.5,2,2,LUX,558.0
City Hotel,1,191,2016,April,12.0,0,2,PRT,24.0
City Hotel,1,49,2016,March,130.9,4,0,ARE,523.6
City Hotel,1,6,2016,February,92.0,2,1,FRA,276.0
City Hotel,1,39,2017,March,204.53,6,2,CHN,1636.24
City Hotel,1,18,2017,March,102.43,2,2,FRA,409.72
City Hotel,1,99,2017,July,185.0,4,2,CHE,1110.0
City Hotel,1,110,2015,July,94.5,1,2,ITA,283.5
City Hotel,1,74,2017,May,165.0,3,0,FRA,495.0
City Hotel,1,52,2016,May,140.4,2,2,PRT,561.6
City Hotel,1,296,2017,February,77.35,5,2,ROU,541.4499999999999
City Hotel,1,18,2016,July,166.0,2,1,FRA,498.0
City Hotel,1,158,2017,August,175.5,4,2,ESP,1053.0
City Hotel,1,107,2016,September,118.8,3,1,VEN,475.2
City Hotel,1,9,2016,August,151.67,2,1,HUN,455.01
City Hotel,1,255,2017,May,119.0,1,2,SWE,357.0
City Hotel,1,79,2015,September,89.25,3,0,PRT,267.75
City Hotel,1,29,2016,December,104.0,1,1,FRA,208.0
City Hotel,1,136,2015,July,60.0,2,1,PRT,180.0
City Hotel,1,8,2017,February,138.55,3,1,FRA,554.2
City Hotel,1,82,2017,April,177.0,1,2,FRA,531.0
City Hotel,1,53,2017,April,135.0,3,1,DEU,540.0
City Hotel,1,45,2016,March,71.1,2,0,PRT,142.2
City Hotel,1,86,2016,October,108.0,2,1,FRA,324.0
City Hotel,1,10,2016,April,128.86,5,2,TUR,902.02
City Hotel,1,10,2017,July,65.0,1,0,PRT,65.0
City Hotel,1,2,2016,September,120.0,2,0,PRT,240.0
City Hotel,1,16,2017,January,90.1,5,0,RUS,450.5
City Hotel,1,135,2016,May,105.3,3,0,ISR,315.9
City Hotel,1,78,2017,May,164.25,6,2,NOR,1314.0
City Hotel,1,182,2017,May,130.5,2,2,DEU,522.0
City Hotel,1,62,2016,May,95.88,1,2,PRT,287.64
City Hotel,1,206,2016,August,99.21,5,2,ROU,694.4699999999999
City Hotel,1,154,2016,June,189.9,1,2,USA,569.7
City Hotel,1,3,2016,August,163.67,3,0,DEU,491.01
City Hotel,1,26,2017,April,144.33,1,2,GBR,432.99
City Hotel,1,195,2016,December,71.22,2,0,FRA,142.44
City Hotel,1,25,2017,May,160.0,1,0,USA,160.0
City Hotel,1,46,2017,May,128.79,3,1,CHN,515.16
City Hotel,1,184,2017,August,177.81,5,2,FRA,1244.67
City Hotel,1,92,2015,September,170.0,1,0,PRT,170.0
City Hotel,1,65,2017,January,65.0,2,0,PRT,130.0
City Hotel,1,50,2016,December,79.2,3,0,LUX,237.6
City Hotel,1,58,2016,March,85.85,4,1,FRA,429.25
City Hotel,1,29,2017,July,170.0,2,2,CHE,680.0
City Hotel,1,188,2016,October,85.5,3,0,TUN,256.5
City Hotel,1,39,2016,September,128.99,4,0,CHN,515.96
City Hotel,1,23,2017,February,70.69,3,2,PRT,353.45
City Hotel,1,217,2017,August,123.3,2,0,FRA,246.6
City Hotel,1,143,2016,September,129.6,4,1,GBR,648.0
City Hotel,1,150,2017,May,120.0,2,1,ESP,360.0
